,Unnamed: 0.1,Unnamed: 0,sno,DATE,HEADLINE,TICKER,COMPANY NAME,SECTOR,SUBSECTOR,SERIES,DATE OF LISTING,PAID UP VALUE,MARKET LOT,ISIN NUMBER,FACE VALUE,negative_score,positive_score,neutral_score,compound_score,High,Low,Open,close,volume,adj close,avg High,avg low,avg open,avg close,avg volume,avg adj close,trend
970,970,970,1673,19-04-2022,"Coal India in focus

'Power shortage may last for 2 months and it would help Coal India’s e-auction premiums'",COALINDIA,Coal India Limited,Mining,Mining,EQ,04-Nov-10,10,1,INE522F01014,10,0.097,0.13,0.773,0.1779,191.4499969,203.25,197.1000061,197.75,178.8377533,59341710,230.2,235.6,226.1900024,230.15,208.1391083,27612795.0,bullish
1326,1326,1326,2314,13-05-2022,"#MarketAtClose | Market erases opening gains led by sharp fall seen in financials

Sensex, Nifty slip 2% each from highs & Nifty Bank is 3% off highs",BANKBARODA,Bank of Baroda,Banks - PSU,Banks - PSU,EQ,19-Feb-97,2,1,INE028A01039,2,0.0,0.262,0.738,0.7783,98.0,99.30000305,94.5,95.0,92.22307587,31856215,122.2299988,123.5300018,118.0799988,120.3,116.7835373,28724438.4,bullish
3158,3158,3158,5282,01-09-2022,"Tata Motors total sales at 78,843 units Vs Nomura’s estimate of 81,800 units

▶️ Total domestic sales up 41% at 76,479 units Vs 54,190 units (YoY)

▶️August EV sales at 3,845 units Vs 1,022 units (YoY)",TATAMOTORS,Tata Motors Limited,Auto,Auto,EQ,22-Jul-98,2,1,INE155A01022,2,0.0,0.0,1.0,0.0,462.5,474.3999939,460.1499939,466.8999939,466.8999939,13385159,552.4299988,561.5699951,549.6900024,555.7600037,555.7600037,14835286.4,bearish
475,475,475,918,21-03-2022,Strides Pharma partners Medicines Patent Pool (MPP) to commercialise the generic version of Pfizer’s COVID-19 Oral Treatment across 95 markets,STAR,Strides Pharma Science Limited,Pharmaceuticals,Pharmaceuticals,EQ,02-Feb-00,10,1,INE939A01011,10,0.0,0.0,1.0,0.0,340.0,357.3500061,343.6000061,352.1000061,352.1000061,2986018,395.4200012,406.0900024,386.9899963,396.2400024,396.2400024,1983135.0,bearish
2810,2810,2810,4700,10-08-2022,"BF Utilities reports Q1 earnings. 

▶️Cons net profit at ₹37.5 cr vs loss of ₹2.4 cr (YoY) 

▶️Revenue at ₹194.2 cr vs ₹79.4 cr (YoY)

▶️EBITDA at ₹140.7 cr vs ₹50.9 cr (YoY)

▶️EBITDA margin at 72.4% vs 64.1% (YoY)",BFINVEST,BF Investment Limited,Power - Generation & Distribution,Power - Generation & Distribution,EQ,14-Jan-11,5,1,INE878K01010,5,0.053,0.067,0.88,0.1531,271.0,314.1000061,285.2999878,299.8500061,299.8500061,317777,325.0899963,335.6400024,319.8900024,330.2200073,330.2200073,71285.6,bearish
4319,4319,4319,7034,07-11-2022,#DGFT allows the export of broken rice up to November 30 for consignments already handed over to customs. The order also covers  broken rice consignments registered in customs system,ANDHRSUGAR,The Andhra Sugars Limited,Miscellaneous,Miscellaneous,EQ,01-Nov-95,2,1,INE715B01021,2,0.187,0.0,0.813,-0.7351,144.4499969,145.3500061,138.0500031,141.3500061,141.3500061,105815,170.4399994,173.5000031,166.8800018,170.3899994,170.3899994,218885.0,bearish
1651,1651,1651,2859,03-06-2022,Forbes #Rich List | Mukesh Ambani is the richest Indian with total networth of $104.7 billion,IMFA,Indian Metals & Ferro Alloys Limited,Steel - Pig Iron,Steel - Pig Iron,EQ,23-Jul-10,10,1,INE919H01018,10,0.0,0.195,0.805,0.5267,288.0,289.8999939,270.1000061,281.2000122,262.7338562,99628,355.1,361.0999939,341.9,347.5100037,324.6893066,144878.0,bearish
5355,5355,5355,8492,26-01-2023,SJVN sells its entire stake in Bhutanese JV Kholongchhu Hydro Energy for Rs 354.7 cr,ENERGYDEV,Energy Development Company Limited,Power,Power,EQ,02-Nov-07,10,1,INE306C01019,10,0.0,0.13,0.87,0.2732,20.79999924,21.14999962,19.14999962,20.35000038,20.35000038,90129,25.27000008,25.91000061,24.17999954,24.93000031,24.93000031,242703.8,bearish
4928,4928,4928,7913,19-12-2022,"Not aware of any information w.r.t #stake buy in UTI AMC, says Tata Investment

#TataInvestment #UTIAMC",TATAINVEST,Tata Investment Corporation Limited,Finance,Finance,EQ,24-Jun-98,10,1,INE672A01018,10,0.0,0.0,1.0,0.0,2156.0,2185.0,2127.050049,2144.149902,2144.149902,34623,2675.340039,2702.52998,2613.05,2646.88999,2646.88999,33699.2,bullish
2528,2528,2528,4164,29-07-2022,"Piramal Enterprises reports Q1 earnings. 

▶️ Net Profit red 8% at ₹496 Cr Vs ₹539 Cr (YoY)

▶️ Revenue up 22% at ₹3,548.4 Cr Vs ₹2,909 Cr (YoY)

▶️ EBITDA up 3% at ₹1,596 Cr Vs ₹1,550 Cr (YoY)

▶️ EBITDA margin at 45% Vs 53.3% (YoY)",PEL,Piramal Enterprises Limited,Pharmaceuticals,Pharmaceuticals,EQ,08-Feb-95,2,1,INE140A01024,2,0.0,0.059,0.941,0.4404,1840.0,1871.400024,1736.099976,1770.050049,1770.050049,1114979,2174.57002,2224.2,2130.440015,2162.990015,2162.990015,1152861.6,bearish
3414,3414,3414,5693,19-09-2022,"Indian Army (@adgpi) #invites Indian #defence industry to offer critical defence #equipment for #emergency procurement

▶️#Procurement cases will be based on #OpenTender enquiry",IMFA,Indian Metals & Ferro Alloys Limited,Steel - Pig Iron,Steel - Pig Iron,EQ,23-Jul-10,10,1,INE919H01018,10,0.093,0.057,0.85,-0.2263,257.2000122,264.8999939,262.1000061,260.4500122,249.7898865,65754,321.1100037,324.2799988,315.85,318.0899994,305.070697,111946.6,bullish
3245,3245,3245,5426,07-09-2022,"IRCTC emerges successful bidder in sale of commercial built-up space in WTC Nauroji Nagar, New Delhi",NDTV,New Delhi Television Limited,Entertainment,Entertainment,BE,19-May-04,4,1,INE155G01029,4,0.0,0.202,0.798,0.5859,492.6000061,492.6000061,468.0,492.6000061,492.6000061,33915,618.0299988,619.5399963,605.9799988,608.6399963,608.6399963,523136.4,bearish
3382,3382,3382,5632,15-09-2022,Vedanta (@VedantaLimited) says that #semiconductor business not part of Vedanta,VEDL,Vedanta Limited,Mining & Minerals,Mining & Minerals,EQ,13-May-98,1,1,INE205A01025,1,0.0,0.0,1.0,0.0,316.9500122,320.8999939,287.0,314.2000122,285.1621704,72693576,333.0100098,344.3900024,328.55,339.3200012,307.960614,33862355.4,bearish
1373,1373,1373,2390,17-05-2022,"PI Ind Q4 (Consolidated, YoY)

▶️Net profit up 13.7% at Rs 204.4 cr vs Rs 179.8 cr

▶️Revenue up 16.5% at Rs 1,395.2 cr vs Rs 1,197.1 cr

▶️EBITDA up 34.1% at Rs 305 cr vs Rs 227.4 cr

▶️Margin at 21.9% vs 19%",PIIND,PI Industries Limited,,,EQ,15-Jun-11,1,1,INE603J01030,1,0.0,0.063,0.937,0.4404,2432.350098,2541.949951,2550.100098,2518.25,2516.017822,213343,2950.52002,3023.189941,2879.610059,2930.569971,2927.972412,262396.6,bullish
739,739,739,1339,01-04-2022,"March Auto Sales | Tata Motors total sales at 2.43 lk units, up 27% YoY",TATAMOTORS,Tata Motors Limited,Auto,Auto,EQ,22-Jul-98,2,1,INE155A01022,2,0.0,0.0,1.0,0.0,434.0,442.25,441.2999878,441.1499939,441.1499939,19380324,522.6900024,526.8700012,516.65,521.8100037,521.8100037,20470181.6,bullish
5227,5227,5227,8328,17-01-2023,"Tata Metaliks reports Q3 earnings.

▶️Net profit down 73.4% at Rs 9.5 cr Vs Rs 35.6 cr (YoY)

▶️Revenue up 14.6% at Rs 790.2 cr Vs Rs 689.9 cr (YoY)

▶️EBITDA down 42.9% at Rs 38.7 cr Vs Rs 67.8 cr (YoY)

▶️Margin at 4.9% Vs 9.8% (YoY)",TATAMETALI,Tata Metaliks Limited,Steel,Steel,EQ,27-May-03,10,1,INE056C01010,10,0.0,0.058,0.942,0.4404,857.7000122,857.7000122,811.0499878,833.5499878,833.5499878,288839,1008.659998,1020.300012,994.5200073,1003.449988,1003.449988,321420.6,bullish
3198,3198,3198,5354,05-09-2022,"#AugustAutoSales | Tata Motors JLR UK sales down 68.2% (MoM) & up 3.4% (YoY)
 
▶️JLR UK sales at 1,935 units Vs 6,089 units (MoM) & Vs 1,871 units (YoY)",TATAMOTORS,Tata Motors Limited,Auto,Auto,EQ,22-Jul-98,2,1,INE155A01022,2,0.0,0.0,1.0,0.0,459.75,463.9500122,456.6000061,459.0,459.0,9378108,553.55,561.9799988,550.1,555.4299988,555.4299988,14178265.0,bearish
867,867,867,1482,07-04-2022,"NLC India
▶️Generated 29.20 bn units of Power in FY22, up 18.6% YoY, highest-ever in a fiscal
▶️Talabira Coal Mine prodn at 63.58 lk tonnes in FY22, surpassing tgt of 40 Lk tonnes",COALINDIA,Coal India Limited,Mining,Mining,EQ,04-Nov-10,10,1,INE522F01014,10,0.0,0.0,1.0,0.0,195.0,197.0500031,192.3500061,190.75,172.5072174,21712301,225.0299988,228.8299988,222.9200012,225.8899994,204.2865295,21587702.0,bullish
2974,2974,2974,4981,18-08-2022,Tata Motors (@TataMotors) wins order of 921 electric buses in Bengaluru,TATAMOTORS,Tata Motors Limited,Auto,Auto,EQ,22-Jul-98,2,1,INE155A01022,2,0.0,0.27,0.73,0.5719,484.0,486.7999878,468.1000061,484.7999878,484.7999878,12070974,576.5599976,583.25,570.1200073,577.9599915,577.9599915,16887451.4,bearish
1140,1140,1140,1984,02-05-2022,"Sakthi Sugars | To #sell sugar & distillery unit of Odisha & Soya unit of Coimbatore.

To #sell two units to #raise funds to reduce #liabilities",SAKHTISUG,Sakthi Sugars Limited,Sugar,Sugar,EQ,06-Sep-95,10,1,INE623A01011,10,0.0,0.0,1.0,0.0,18.04999924,19.20000076,17.5,18.79999924,18.79999924,546745,23.11000023,23.72999992,21.81999931,22.52999992,22.52999992,799532.2,bearish
997,997,997,1716,22-04-2022,"Russia is gearing up for  an attack in East Ukraine. Use of sanctions as a weapon will change the financial system globally, says @zannymb, Editor-in-Chief, The Economist

#RussiaUkraineCrisis",ANDHRSUGAR,The Andhra Sugars Limited,Miscellaneous,Miscellaneous,EQ,01-Nov-95,2,1,INE715B01021,2,0.175,0.0,0.825,-0.6486,170.4499969,177.6000061,161.5500031,171.6999969,169.4152374,2088952,193.7,202.9399994,189.4100037,196.6099976,193.9937622,1449971.8,bearish
1337,1337,1337,2341,15-05-2022,"Maruti Suzuki lines up ₹5,000 crore capex for current fiscal",MARUTI,Maruti Suzuki India Limited,Auto,Auto,EQ,09-Jul-03,5,1,INE585B01010,5,0.0,0.0,1.0,0.0,7340.0,7340.0,7150.0,7101.950195,7055.49707,703097,8789.22998,8916.57998,8651.309961,8781.5,8724.061133,752983.2,bullish
541,541,541,1035,23-03-2022,Adani Power board okays merger of six arms with itself,PFC,Power Finance Corporation Limited,Finance,Finance,EQ,23-Feb-07,10,1,INE134E01011,10,0.0,0.256,0.744,0.4767,117.0,117.0999985,115.3000031,116.0,109.8333893,2903814,137.3,138.7499985,135.8199997,137.4899979,130.1809662,6726082.6,bullish
1099,1099,1099,1916,29-04-2022,"With Avinya EV, Tata Motors will look to deliver range beyond 500 kms. Generation three platform is a pure electric vehicle, says Shailesh Chandra of Tata Motors",TATAMOTORS,Tata Motors Limited,Auto,Auto,EQ,22-Jul-98,2,1,INE155A01022,2,0.0,0.0,1.0,0.0,440.2000122,447.75,428.5,437.6000061,437.6000061,21991752,522.5899963,528.1200073,516.9299988,520.5599976,520.5599976,18447405.8,bearish
1132,1132,1132,1976,02-05-2022,Edelweiss Housing Finance raises over ₹275 crore through NCDs,EDELWEISS,Edelweiss Financial Services Limited,,,EQ,12-Dec-07,1,1,INE532F01054,1,0.0,0.0,1.0,0.0,60.0,60.20000076,54.70000076,59.59999847,58.4217453,827040,74.88000031,75.94000168,72.85,73.48999939,72.03714905,1818308.0,bearish
5589,5589,5589,8798,08-02-2023,"TD Power reports Q3 earnings.

◼️Net profit up 3.1% at Rs 20.1 cr Vs Rs 19.5 cr (YoY)

◼️Revenue up 14.2% at Rs 205.3 cr Vs Rs 179.8 cr (YoY)

◼️EBITDA up 53.9% at Rs 33.4 cr Vs Rs 21.7 cr (YoY) 

◼️EBITDA margin at 16.3% Vs 12.1% (YoY)",PFC,Power Finance Corporation Limited,Finance,Finance,EQ,23-Feb-07,10,1,INE134E01011,10,0.0,0.057,0.943,0.4404,143.6000061,144.0,141.0,143.6000061,143.6000061,2315839,169.0799988,171.9600037,165.9699951,169.3200012,169.3200012,5859852.0,bullish
3557,3557,3557,5943,27-09-2022,"#RelianceRetail launches fashion & lifestyle departmental store format Reliance Centro

1st #RelianceCentro store opened in Vasant Kunj, Delhi",RCOM,Reliance Communications Limited,Shipping,Shipping,BE,06-Mar-06,5,1,INE330H01018,5,0.0,0.0,1.0,0.0,2.450000048,2.450000048,2.450000048,2.450000048,2.450000048,0,3.019999981,3.019999981,3.019999981,3.019999981,3.019999981,71364.0,bullish
2258,2258,2258,3784,19-07-2022,"HDFC LIFE Q1 : ST NET PROFIT 365 CR V 300 CR (YOY) , 321 CR (QOQ)",HDFCBANK,HDFC Bank Limited,Banks - Private,Banks - Private,EQ,08-Nov-95,1,1,INE040A01034,1,0.0,0.218,0.782,0.5622,1337.0,1358.550049,1355.25,1348.050049,1348.050049,7896269,1639.05,1652.330005,1623.750024,1631.670044,1631.670044,8591539.8,bullish
5731,5731,5731,9003,14-02-2023,"Expect #growth momentum to continue in #Q4, says Baba Kalyani of Bharat Forge",BBL,Bharat Bijlee Limited,Diversified,Diversified,EQ,21-Nov-06,10,1,INE464A01028,10,0.0,0.0,1.0,0.0,2702.350098,2771.350098,2663.199951,2687.199951,2687.199951,15778,3282.119971,3353.46001,3238.22002,3280.169922,3280.169922,26160.6,bullish
2962,2962,2962,4966,17-08-2022,"The Government's Telecom Department (@DoT_India) receives Rs. 17,855 cr by various companies for #FY23",ANDHRSUGAR,The Andhra Sugars Limited,Miscellaneous,Miscellaneous,EQ,01-Nov-95,2,1,INE715B01021,2,0.0,0.0,1.0,0.0,138.0,138.8999939,136.0,137.6499939,135.8183289,108085,165.1699982,167.8799988,161.8700043,164.3699982,162.1827698,320123.0,bullish
59,59,59,108,20-02-2022,Ashok Leyland mulls separate plant for EVs; lines up Rs 500 cr investment for alternative fuel tech (From Agencies),ASHOKLEY,Ashok Leyland Limited,Auto - LCVs & HCVs,Auto - LCVs & HCVs,EQ,25-May-95,1,1,INE208A01029,1,0.0,0.0,1.0,0.0,125.25,127.6500015,123.0999985,126.5,125.6160049,8259183,154.05,156.3199997,151.1399994,153.3899994,152.3180954,15947518.4,bearish
5487,5487,5487,8641,02-02-2023,"Hikal reports Q3 earnings.

▶️Net Profit down 41.6% at Rs 26.4 cr Vs Rs 45.2 Cr (YoY)

▶️Revenue up 5% at Rs 540.2 cr Vs Rs 514.5 cr (YoY)

▶️EBITDA down 19.7% at Rs 74.6 cr Vs Rs 92.9 cr (YoY)

▶️Margin 13.8% Vs 18.1% (YoY)",HIKAL,Hikal Limited,Pharmaceuticals,Pharmaceuticals,EQ,14-Feb-01,2,1,INE475B01022,2,0.0,0.061,0.939,0.4404,348.0,360.75,329.1000061,351.75,351.11026,298529,431.7599976,442.5100037,415.5099976,426.7799988,426.0038086,436742.2,bearish
1938,1938,1938,3346,28-06-2022,"India to ban single-use plastic from July 1, says Union Cabinet Minister for #Environment, Bhupender Yadav (@byadavbjp)",IMPAL,India Motor Parts and Accessories Limited,Auto - 2 & 3 Wheelers,Auto - 2 & 3 Wheelers,EQ,07-Oct-05,10,1,INE547E01014,10,0.184,0.0,0.816,-0.5574,774.75,777.5,770.0499878,775.2999878,765.5661621,254,938.0400146,950.8600098,922.2299927,933.3200073,921.6022339,1955.2,bearish
3375,3375,3375,5621,15-09-2022,Bandhan Bank Large Trade | 23.9 lk shares (0.14% equity) worth ₹73.6 cr change hands at ₹308/sh,BANKBARODA,Bank of Baroda,Banks - PSU,Banks - PSU,EQ,19-Feb-97,2,1,INE028A01039,2,0.0,0.227,0.773,0.4767,141.8000031,141.8000031,134.6999969,140.0500031,140.0500031,15780850,166.2300018,168.9700012,164.7699982,166.8800018,166.8800018,24535919.0,bearish
5693,5693,5693,8943,11-02-2023,"Balkrishna Ind reports #Q3 results.

➡️Net profit down 68% at Rs 108.4 cr vs Rs 339 cr (YoY)

➡️Revenue up 6.3% at Rs 2,175.6 cr vs Rs 2,045.8 cr (YoY)

➡️EBITDA down 38.8% at Rs 279.3 cr vs Rs 456.7 cr (YoY)

➡️Margin at 12.8% vs 22.3% (YoY)",BALKRISHNA,Balkrishna Paper Mills Limited,Tyres,Tyres,EQ,28-Jul-15,10,1,INE875R01011,10,0.0,0.058,0.942,0.4404,34.75,36.15000153,33.59999847,35.09999847,35.09999847,4580,42.36999969,43.02999954,41.07999954,41.93999939,41.93999939,7643.8,bearish
5174,5174,5174,8268,12-01-2023,Rail Vikas Nigam Limited (RVNL) bags an order worth Rs 38.97 cr,VIKASECO,Vikas EcoTech Limited,,,EQ,12-Dec-11,1,1,INE806A01020,1,0.138,0.138,0.725,0.0,3.349999905,3.400000095,3.299999952,3.299999952,3.299999952,2197886,4.070000029,4.120000076,3.979999924,4.019999981,4.019999981,2510884.6,bullish
2813,2813,2813,4703,10-08-2022,"Shalimar Paints Q1:

- Cons revenue at Rs 109.9 cr vs Rs 65.2 cr YoY
- Cons loss of Rs 9.6 cr vs loss of Rs 19.44 cr YoY",SHALPAINTS,Shalimar Paints Limited,Paints,Paints,EQ,03-Mar-08,2,1,INE849C01026,2,0.155,0.0,0.845,-0.5574,166.4499969,168.0,159.3000031,163.1499939,163.1499939,137331,203.2899994,207.1100006,193.6700012,201.2000031,201.2000031,192364.0,bearish
4993,4993,4993,8002,26-12-2022,"Power Mech receives service order letters of award (LOA) worth Rs 1,034.13 cr",PFC,Power Finance Corporation Limited,Finance,Finance,EQ,23-Feb-07,10,1,INE134E01011,10,0.0,0.329,0.671,0.6597,131.75,137.1499939,135.0500031,136.3000031,136.3000031,5422454,167.1300018,169.1799957,163.0800018,165.7900024,165.7900024,7027077.0,bullish
3165,3165,3165,5285,01-09-2022,Adani Enterprises replaces Shree Cement  in Nifty 50,RAMANEWS,Shree Rama Newsprint Limited,Paper,Paper,EQ,20-Sep-06,10,1,INE278B01020,10,0.0,0.278,0.722,0.4019,17.10000038,17.29999924,16.70000076,17.0,17.0,27150,20.40999985,20.75,20.05,20.30999985,20.30999985,71771.4,bearish
1078,1078,1078,1884,28-04-2022,#JustIn | BHEL to develop Electric Propulsion Systems for Indian Navy with GE Power,GEPIL,GE Power India Limited,,,EQ,19-Apr-00,10,1,INE878A01011,10,0.0,0.0,1.0,0.0,183.6999969,184.25,175.5,177.25,177.25,157911,214.1099976,224.7399994,208.9399994,215.7600006,215.7600006,1209485.8,bearish
4355,4355,4355,7101,09-11-2022,Reliance Industries subsidiary to build smart city near Gurugram,RCOM,Reliance Communications Limited,Shipping,Shipping,BE,06-Mar-06,5,1,INE330H01018,5,0.0,0.252,0.748,0.4019,2.5,2.5,2.5,2.5,2.5,1420642,2.69000001,2.7,2.670000029,2.7,2.7,2497554.6,bullish
5000,5000,5000,8011,27-12-2022,Manappuram Finance to consider fund raise in January,MANAPPURAM,Manappuram Finance Limited,Finance,Finance,EQ,01-Dec-14,2,1,INE522D01027,2,0.0,0.0,1.0,0.0,111.4499969,112.0999985,110.25,111.4000015,110.6576691,3925270,136.9399994,139.3399994,133.8700012,135.6300003,134.7262054,9394447.8,bullish
4101,4101,4101,6691,21-10-2022,Reliance Jio reports an increase of more than 4% in profit & nearly 5% in EBITDA. Margin rises 90 bps to 51% on a sequential basis,RCOM,Reliance Communications Limited,Shipping,Shipping,BE,06-Mar-06,5,1,INE330H01018,5,0.0,0.191,0.809,0.6369,1.649999976,1.700000048,1.75,1.700000048,1.700000048,4741703,2.079999995,2.14000001,2.070000005,2.09000001,2.09000001,4414902.8,bullish
4906,4906,4906,7887,16-12-2022,Dilip Buildcon receives letter of acceptance for ₹976 Cr #NHAI order,DBL,Dilip Buildcon Limited,,,EQ,11-Aug-16,10,1,INE917M01012,10,0.0,0.231,0.769,0.4588,233.5,237.0500031,235.8500061,229.3500061,229.3500061,669898,278.3399963,282.7200012,272.7899994,275.3799988,275.3799988,715083.2,bullish
2630,2630,2630,4345,03-08-2022,"Aditya Birla Capital Q1 

Net Profit up 42.2% at  ₹429.5 Cr vs ₹302 Cr (YoY)

Revenue up 30% at  ₹5,590.3 Cr vs ₹4,299 Cr (YoY)

Active customer base at 39 m, up 55% YoY , on track to deliver ahead of long term guidance (FY24) across businesses",ABFRL,Aditya Birla Fashion and Retail Limited,Retail,Retail,EQ,17-Jul-13,10,1,INE647O01011,10,0.0,0.113,0.887,0.6808,281.5,283.7999878,271.5,279.1499939,279.1499939,2507455,325.2799988,330.2100037,322.7200012,326.9,326.9,2175857.4,bearish
3260,3260,3260,5454,08-09-2022,Mahindra Logistics | Unveils 1-lakh-sq. ft. multi-client warehouse in Nashik,M&M,Mahindra & Mahindra Limited,Auto,Auto,EQ,03-Jan-96,5,1,INE101A01026,5,0.0,0.0,1.0,0.0,1305.0,1331.949951,1294.050049,1321.900024,1321.900024,4026323,1567.730005,1590.339966,1555.219971,1573.31001,1573.31001,3724056.0,bearish
3153,3153,3153,5282,01-09-2022,"Tata Motors total sales at 78,843 units Vs Nomura’s estimate of 81,800 units

▶️ Total domestic sales up 41% at 76,479 units Vs 54,190 units (YoY)

▶️August EV sales at 3,845 units Vs 1,022 units (YoY)",TATAMOTORS,Tata Motors Limited,Auto,Auto,EQ,22-Jul-98,2,1,INE155A01022,2,0.0,0.0,1.0,0.0,462.5,474.3999939,460.1499939,466.8999939,466.8999939,13385159,552.4299988,561.5699951,549.6900024,555.7600037,555.7600037,14835286.4,bearish
940,940,940,1626,14-04-2022,Holcim is considering a potential sale of business in India including Ambuja Cement,AMBUJACEM,Ambuja Cements Limited,Cement - Major,Cement - Major,EQ,18-Feb-98,2,1,INE079A01024,2,0.0,0.0,1.0,0.0,359.9500122,374.2000122,360.5,369.2000122,369.2000122,17817591,405.3300049,421.5,402.4,414.5400085,414.5400085,17817815.8,bearish
1080,1080,1080,1888,28-04-2022,"Laurus Labs Q4 earnings

▶️Net profit down 22.4% at ₹230.5 cr vs ₹297 cr (YoY)

▶️Revenue down 0.9% at ₹1,424.8 cr vs ₹1,411.9 cr (YoY)

▶️ EBITDA down 16% at ₹396.6 cr  vs ₹472.3 cr (YoY)

▶️EBITDA margin at 27.8%  vs 33.4% (YoY)",LAURUSLABS,Laurus Labs Limited,,,EQ,19-Dec-16,2,1,INE947Q01028,2,0.0,0.065,0.935,0.4404,581.0999756,596.0,555.2999878,571.9000244,569.6790161,4638512,714.2900024,724.65,698.4900024,707.2199951,704.4734253,2483225.0,bullish
187,187,187,411,03-03-2022,Tata Elxsi & Renesas Electronics form agreement to develop solutions for electric vehicles,TATAELXSI,Tata Elxsi Limited,Computers,Computers,EQ,17-Sep-03,10,1,INE670A01012,10,0.0,0.329,0.671,0.5994,6744.399902,6789.0,6518.0,6659.549805,6625.802246,206261,7792.67998,7924.32998,7628.819922,7766.759961,7727.40166,377751.2,bullish
5444,5444,5444,8588,01-02-2023,"NCC | Receives 4 new #orders worth ₹1,755 crore in January 2023 from state #government agencies",NCC,NCC Limited,Construction & Contracting - Civil,Construction & Contracting - Civil,EQ,14-Oct-03,2,1,INE868B01028,2,0.0,0.128,0.872,0.2263,91.25,94.40000153,89.25,89.55000305,89.55000305,13670434,107.7800003,110.0800018,104.3300003,106.65,106.65,6838753.6,bullish
3857,3857,3857,6356,13-10-2022,Citi upgrades Ambuja to buy and downgrades JK Cement to Sell. It also downgrades Dalmia Bharat to Neutral,AMBUJACEM,Ambuja Cements Limited,Cement - Major,Cement - Major,EQ,18-Feb-98,2,1,INE079A01024,2,0.0,0.134,0.866,0.3885,505.3999939,505.3999939,497.5,496.8500061,496.8500061,6212954,610.9699951,623.6399963,597.0599915,610.7700073,610.7700073,11459520.2,bullish
2085,2085,2085,3518,06-07-2022,"Reliance Retail to bring Gap in India, ties a long-term deal with American brand",RCOM,Reliance Communications Limited,Shipping,Shipping,BE,06-Mar-06,5,1,INE330H01018,5,0.0,0.0,1.0,0.0,2.25,2.25,2.200000048,2.200000048,2.200000048,2233395,2.70999999,2.719999981,2.630000067,2.69000001,2.69000001,2034031.0,bullish
2249,2249,2249,3766,18-07-2022,Surya Roshni gets order worth ₹91.27 cr (including GST) for API 5L grade 3LPE coated pipes from Bharat Gas resources,BBL,Bharat Bijlee Limited,Diversified,Diversified,EQ,21-Nov-06,10,1,INE464A01028,10,0.0,0.091,0.909,0.2263,1645.0,1655.650024,1620.849976,1623.25,1606.736572,9098,2001.630005,2031.37002,1972.919971,1984.559985,1964.370898,7424.0,bullish
3411,3411,3411,5688,18-09-2022,All India Power Engineers Federation (#AIPEF) says millions of #electricity workers & #engineers will hold a massive #demonstration in Delhi on November 23 against the Electricity (Amendment) Bill 2022,ENGINERSIN,Engineers India Limited,Computers,Computers,EQ,20-Aug-97,5,1,INE510A01028,5,0.0,0.0,1.0,0.0,69.59999847,70.15000153,65.80000305,66.40000153,64.76150513,1562940,84.48000031,85.40999908,82.80000153,83.37999878,81.32250214,2423418.4,bullish
5640,5640,5640,8870,09-02-2023,"Pfizer reports Q3 earnings.

◼️Net profit up 4.7% at Rs 150.7 cr Vs Rs 143.9 cr (YoY)

◼️Revenue down 8% at Rs 621.8 cr Vs Rs 676 cr (YoY)

◼️EBITDA up 4.2% at Rs 203.5 cr Vs Rs 195.2 cr (YoY)

◼️Margin at 32.7% Vs 28.9% (YoY)",PFIZER,Pfizer Limited,Pharmaceuticals,Pharmaceuticals,EQ,28-Apr-99,10,1,INE182A01018,10,0.0,0.059,0.941,0.4404,3878.5,3899.899902,3817.550049,3861.399902,3861.399902,6209,4637.259961,4674.13999,4612.9,4634.819971,4634.819971,11560.0,bullish
2023,2023,2023,3430,04-07-2022,"Will drop Windfall Tax only if crude falls $40/bbl from current levels, says Revenue Secretary Tarun Bajaj to Reuters",BAJAJ-AUTO,Bajaj Auto Limited,Sugar,Sugar,EQ,26-May-08,10,1,INE917I01010,10,0.254,0.0,0.746,-0.7003,3644.399902,3695.149902,3663.0,3679.75,3679.75,536505,4530.459961,4581.569971,4471.440039,4525.740039,4441.630762,1030408.2,bullish
4266,4266,4266,6967,04-11-2022,"Tata Motors
JLR UK sales increase 64.8% to 3,650 units Vs from 2,215 units (YoY)",TATAMOTORS,Tata Motors Limited,Auto,Auto,EQ,22-Jul-98,2,1,INE155A01022,2,0.0,0.141,0.859,0.3182,418.2000122,426.0,428.25,425.3500061,425.3500061,12277023,499.5799988,504.8599976,496.4099976,501.55,501.55,15088033.8,bullish
1492,1492,1492,2601,26-05-2022,Jefferies has upgraded Jubilant FoodWorks to 'Buy' after the recent stock correction. ,JUBLFOOD,Jubilant Foodworks Limited,Pharmaceuticals,Pharmaceuticals,EQ,08-Feb-10,2,1,INE797F01020,2,0.0,0.267,0.733,0.6124,473.0,490.0,489.6499939,486.8500061,485.8265076,4755358,578.2299988,590.2100037,567.2,576.8200012,575.6073425,2924082.4,bullish
4424,4424,4424,7200,11-11-2022,Sensex & Nifty end at 13-month highs & Nifty Bank at a record high,BANKBARODA,Bank of Baroda,Banks - PSU,Banks - PSU,EQ,19-Feb-97,2,1,INE028A01039,2,0.0,0.375,0.625,0.6597,167.9499969,168.8000031,159.8999939,161.75,161.75,31378106,189.45,193.0199982,184.6200012,188.9100006,188.9100006,66708296.0,bullish
