,sno,DATE,HEADLINE,TICKER,COMPANY NAME,SECTOR,SUBSECTOR,SERIES,DATE OF LISTING,PAID UP VALUE,MARKET LOT,ISIN NUMBER,FACE VALUE
2435,4030,2022-07-26,CCI | Approves acquisition of stake in Tata Power Renewable by BlackRock & Mubadala,PFC,Power Finance Corporation Limited,Finance,Finance,EQ,23-FEB-2007,10,1,INE134E01011,10
2436,4035,2022-07-26,"Sanofi India reports Q1 earnings.

▶️Net profit down 32.4% at Rs 120.4 cr Vs Rs 178.3 cr (YoY)

▶️Revenue down 11.4% at Rs 699.3 cr Vs Rs 789.1 cr (YoY)

▶️EBITDA down 34.8% at Rs 161.1 cr Vs Rs 247.1 cr (YoY)

▶️Margin at 23% Vs 31.3% (YoY)",IMPAL,India Motor Parts and Accessories Limited,Auto - 2 & 3 Wheelers,Auto - 2 & 3 Wheelers,EQ,07-OCT-2005,10,1,INE547E01014,10
2437,4036,2022-07-26,"HDFC Life (@HDFCLIFE) board meet on July 29 

▶️To consider raising funds via #preferential issue 

▶️Fund raising largely to shore up #solvency which dropped to 178% post-merger of Exide Life

▶️Merger with Exide Life involved a cash component of ₹700 cr",EXIDEIND,Exide Industries Limited,Auto Ancillaries,Auto Ancillaries,EQ,17-JUN-2003,1,1,INE302A01020,1
2438,4038,2022-07-26,"Shoppers Stop Reports Q1 earnings.

▶️Net profit of Rs 22.8 cr Vs loss of Rs 104.8 Cr (YoY)

▶️Revenue up at Rs 948.4 cr Vs Rs 205.2 cr (YoY)",SHOPERSTOP,Shoppers Stop Limited,Retail,Retail,EQ,23-MAY-2005,5,1,INE498B01024,5
2439,4039,2022-07-26,"Kabra Extrusiontechnik Q1

▶️Net profit up 50.9% at Rs 4.1 cr Vs Rs 2.7 cr (YoY)

▶️Revenue up 89.8% at Rs 105.2 cr Vs Rs 55.4 cr (YoY)",KABRAEXTRU,Kabra Extrusion Technik Limited,Engineering - Heavy,Engineering - Heavy,EQ,06-SEP-1995,5,1,INE900B01029,5
2440,4041,2022-07-26,"KEI Industries reports Q1 earnings.

▶️Net profit up 54.5% at Rs 103.7 cr Vs Rs 67.1 cr (YoY)

▶️Revenue up 53.8% at Rs 1,565.4 cr Vs Rs 1,017.5 cr (YoY)",KEI,KEI Industries Limited,Cables,Cables,EQ,23-MAR-2006,2,1,INE878B01027,2
2441,4042,2022-07-26,"Aditya Birla Sun Life AMC reports  Q1 earnings.

▶️Net profit at Rs 102.8 cr Vs Rs 154.9 cr (YoY)

▶️Revenue at Rs 304.5 cr Vs Rs 303.2 cr (YoY)",ABFRL,Aditya Birla Fashion and Retail Limited,Retail,Retail,EQ,17-JUL-2013,10,1,INE647O01011,10
2442,4043,2022-07-26,"India Grid Trust reports Q1 earnings.

▶️Net profit up 2.6% at Rs 83 cr Vs Rs 80.9 cr (YoY)

▶️Revenue up 1.2% at Rs 560.8 cr Vs Rs 554.3 cr (YoY)",IMPAL,India Motor Parts and Accessories Limited,Auto - 2 & 3 Wheelers,Auto - 2 & 3 Wheelers,EQ,07-OCT-2005,10,1,INE547E01014,10
2443,4049,2022-07-27,"V-Guard reports Q1 earnings. 

▶️Cons net profit at ₹53.4 cr vs ₹25.5 cr (YoY)

▶️Cons revenue up 79.6% at ₹1,020 cr vs ₹568 cr (YoY)

▶️Cons EBITDA up 73.2% at ₹83.7 cr vs ₹48.3 cr (YoY)

▶️EBITDA margin at 8.2% vs 8.5% (YoY)",VGUARD,V-Guard Industries Limited,Electric Equipment,Electric Equipment,EQ,13-MAR-2008,1,1,INE951I01027,1
2444,4055,2022-07-27,"Vedanta Group Foxconn to invest ₹1.6L cr in Maha, likely to generate 2L jobs",VEDL,Vedanta Limited,Mining & Minerals,Mining & Minerals,EQ,13-MAY-1998,1,1,INE205A01025,1
2445,4056,2022-07-27,Maharashtra CM Eknath Shinde meets industrialist Ratan Tata at the latter's residence in Mumbai,MAHSCOOTER,Maharashtra Scooters Limited,Auto - 2 & 3 Wheelers,Auto - 2 & 3 Wheelers,EQ,08-FEB-1995,10,1,INE288A01013,10
2446,4057,2022-07-27,"Gujarat Fluorochemicals Q1FY23 ( Consolidated YoY) 

-Revenue at Rs 1, 333.98 cr vs Rs 919.94 cr 
-PAT at Rs 303.42 cr vs Rs 151.16 cr",CONSOFINVT,Consolidated Finvest & Holdings Limited,Finance - General,Finance - General,EQ,29-MAR-2005,10,1,INE025A01027,10
2447,4058,2022-07-27,"Thirumalai reports Q4 earnings. 

▶️Cons net profit down 7.8% at ₹60 cr vs ₹65.1 cr (YoY)

▶️Cons revenue up 56.4% at ₹621 cr vs ₹397.1 cr (YoY)

▶️Cons EBITDA down 5.4% at ₹96.5 cr vs ₹102 cr (YoY)

▶️EBITDA margin at 15.5% vs 25.7% (YoY)",TIRUMALCHM,Thirumalai Chemicals Limited,Chemicals,Chemicals,EQ,14-MAY-2003,1,1,INE338A01024,1
2448,4059,2022-07-27,"CG Power reports Q1 earnings.

▶️Net profit at Rs 129.9 cr vs Rs 54.6 cr (YoY)

▶️Revenue up 58.6% at Rs 1,665 cr Vs Rs 1,050 cr (YoY)

▶️EBITDA up 83.2% at 192 vs 105 cr (YoY)

▶️Margin 11.5% vs 10% (YoY)",CGPOWER,CG Power and Industrial Solutions Limited,,,EQ,01-MAR-1995,2,1,INE067A01029,2
2449,4060,2022-07-27,"Coromandel International reports Q1 earnings.

▶️ Net Profit up 48% at ₹499 Cr Vs ₹338 Cr (YoY)

▶️ Revenue up 56.4% at ₹5,729 Cr Vs ₹3,664 Cr (YoY)

▶️ EBITDA up 42% at ₹685.2 Cr Vs ₹483 Cr (YoY)

▶️ EBITDA margin at 12% Vs 13.2% (YoY)",COROMANDEL,Coromandel International Limited,Fertilisers,Fertilisers,EQ,31-MAY-1995,1,1,INE169A01031,1
2450,4062,2022-07-27,"Thangamayil Jewellery reports Q1 earnings.

▶️Net profit at Rs 19 cr vs loss of Rs 7 cr (YoY)

▶️Revenue at Rs 826.4 cr Vs Rs 250 cr (YoY)",THANGAMAYL,Thangamayil Jewellery Limited,Diamond Cutting & Jewellery & Precious Metals,Diamond Cutting & Jewellery & Precious Metals,EQ,19-FEB-2010,10,1,INE085J01014,10
2451,4063,2022-07-27,GAIL (@gailindia) board approves bonus issue in the ratio of 1:2,GAIL,GAIL (India) Limited,Oil Drilling And Exploration,Oil Drilling And Exploration,EQ,02-APR-1997,10,1,INE129A01019,10
2452,4064,2022-07-27,"| APL Apollo reports Q1 earnings.

▶️ Net Profit down 27.3% at ₹107.1 Cr Vs ₹147.3 Cr (YoY)

▶️ Revenue up 35.7% at ₹3,438.5 Cr Vs ₹2,534.2 Cr (YoY)

▶️ EBITDA down 23.9% at ₹193.8 Cr Vs ₹254.6 Cr (YoY)

▶️ EBITDA margin at 5.6% Vs 10% (YoY)",APLAPOLLO,APL Apollo Tubes Limited,Engineering - Heavy,Engineering - Heavy,EQ,14-DEC-2011,2,1,INE702C01027,2
2453,4065,2022-07-27,Genesys International partners Google to enable the launch of StreetView in India,GENESYS,Genesys International Corporation Limited,Computers - Software Medium & Small,Computers - Software Medium & Small,EQ,23-JAN-2003,5,1,INE727B01026,5
2454,4066,2022-07-27,"Increase in prices of commodities adversely impacted the operating profit in #Q1. Pending customer orders stood at about 2.8 lk units at Q1 end, says Maruti",MARUTI,Maruti Suzuki India Limited,Auto,Auto,EQ,09-JUL-2003,5,1,INE585B01010,5
2455,4067,2022-07-27,"Kokuyo Camlin reports Q1 earnings.

▶️ Net Profit at ₹8.3 Cr Vs loss of ₹14.7 Cr (YoY)   
 
▶️ Revenue at ₹196.2 Cr Vs ₹70.6 Cr (YoY)",CAMLINFINE,Camlin Fine Sciences Limited,Pharmaceuticals,Pharmaceuticals,EQ,20-JAN-2015,1,1,INE052I01032,1
2456,4068,2022-07-27,"SKF India reports Q1 earnings.

▶️ Cons Net Profit up 63.2% at ₹129 Cr Vs ₹79.1 Cr (YoY)

▶️ Cons Revenue up 52% at ₹1,055 Cr Vs ₹694 Cr (YoY)",IMPAL,India Motor Parts and Accessories Limited,Auto - 2 & 3 Wheelers,Auto - 2 & 3 Wheelers,EQ,07-OCT-2005,10,1,INE547E01014,10
2457,4070,2022-07-27,"Thangamayil Jewellery reports Q1 earnings.

▶️Net profit at Rs 19 cr vs loss of Rs 7 cr (YoY)

▶️Revenue at Rs 826.4 cr Vs Rs 250 cr (YoY)",THANGAMAYL,Thangamayil Jewellery Limited,Diamond Cutting & Jewellery & Precious Metals,Diamond Cutting & Jewellery & Precious Metals,EQ,19-FEB-2010,10,1,INE085J01014,10
2458,4072,2022-07-27,"Tata Motors reports Q1 earnings.

▶️JLR loss at £482 m Vs £322 m loss (YoY)

▶️JLR Revenue down 11.3% at £4,406 m Vs £4,966 m (YoY)

▶️JLR EBITDA down 38.2% at £277.6 m Vs £449 m (YoY)

▶️JLR EBITDA margin at 6.3% Vs 9% (YoY)",TATAMOTORS,Tata Motors Limited,Auto,Auto,EQ,22-JUL-1998,2,1,INE155A01022,2
2459,4072,2022-07-27,"Tata Motors reports Q1 earnings.

▶️JLR loss at £482 m Vs £322 m loss (YoY)

▶️JLR Revenue down 11.3% at £4,406 m Vs £4,966 m (YoY)

▶️JLR EBITDA down 38.2% at £277.6 m Vs £449 m (YoY)

▶️JLR EBITDA margin at 6.3% Vs 9% (YoY)",TATAMOTORS,Tata Motors Limited,Auto,Auto,EQ,22-JUL-1998,2,1,INE155A01022,2
2460,4072,2022-07-27,"Tata Motors reports Q1 earnings.

▶️JLR loss at £482 m Vs £322 m loss (YoY)

▶️JLR Revenue down 11.3% at £4,406 m Vs £4,966 m (YoY)

▶️JLR EBITDA down 38.2% at £277.6 m Vs £449 m (YoY)

▶️JLR EBITDA margin at 6.3% Vs 9% (YoY)",TATAMOTORS,Tata Motors Limited,Auto,Auto,EQ,22-JUL-1998,2,1,INE155A01022,2
2461,4072,2022-07-27,"Tata Motors reports Q1 earnings.

▶️JLR loss at £482 m Vs £322 m loss (YoY)

▶️JLR Revenue down 11.3% at £4,406 m Vs £4,966 m (YoY)

▶️JLR EBITDA down 38.2% at £277.6 m Vs £449 m (YoY)

▶️JLR EBITDA margin at 6.3% Vs 9% (YoY)",TATAMOTORS,Tata Motors Limited,Auto,Auto,EQ,22-JUL-1998,2,1,INE155A01022,2
2462,4072,2022-07-27,"Tata Motors reports Q1 earnings.

▶️JLR loss at £482 m Vs £322 m loss (YoY)

▶️JLR Revenue down 11.3% at £4,406 m Vs £4,966 m (YoY)

▶️JLR EBITDA down 38.2% at £277.6 m Vs £449 m (YoY)

▶️JLR EBITDA margin at 6.3% Vs 9% (YoY)",TATAMOTORS,Tata Motors Limited,Auto,Auto,EQ,22-JUL-1998,2,1,INE155A01022,2
2463,4072,2022-07-27,"Tata Motors reports Q1 earnings.

▶️JLR loss at £482 m Vs £322 m loss (YoY)

▶️JLR Revenue down 11.3% at £4,406 m Vs £4,966 m (YoY)

▶️JLR EBITDA down 38.2% at £277.6 m Vs £449 m (YoY)

▶️JLR EBITDA margin at 6.3% Vs 9% (YoY)",TATAMOTORS,Tata Motors Limited,Auto,Auto,EQ,22-JUL-1998,2,1,INE155A01022,2
2464,4072,2022-07-27,"Tata Motors reports Q1 earnings.

▶️JLR loss at £482 m Vs £322 m loss (YoY)

▶️JLR Revenue down 11.3% at £4,406 m Vs £4,966 m (YoY)

▶️JLR EBITDA down 38.2% at £277.6 m Vs £449 m (YoY)

▶️JLR EBITDA margin at 6.3% Vs 9% (YoY)",TATAMOTORS,Tata Motors Limited,Auto,Auto,EQ,22-JUL-1998,2,1,INE155A01022,2
2465,4072,2022-07-27,"Tata Motors reports Q1 earnings.

▶️JLR loss at £482 m Vs £322 m loss (YoY)

▶️JLR Revenue down 11.3% at £4,406 m Vs £4,966 m (YoY)

▶️JLR EBITDA down 38.2% at £277.6 m Vs £449 m (YoY)

▶️JLR EBITDA margin at 6.3% Vs 9% (YoY)",TATAMOTORS,Tata Motors Limited,Auto,Auto,EQ,22-JUL-1998,2,1,INE155A01022,2
2466,4072,2022-07-27,"Tata Motors reports Q1 earnings.

▶️JLR loss at £482 m Vs £322 m loss (YoY)

▶️JLR Revenue down 11.3% at £4,406 m Vs £4,966 m (YoY)

▶️JLR EBITDA down 38.2% at £277.6 m Vs £449 m (YoY)

▶️JLR EBITDA margin at 6.3% Vs 9% (YoY)",TATAMOTORS,Tata Motors Limited,Auto,Auto,EQ,22-JUL-1998,2,1,INE155A01022,2
2467,4072,2022-07-27,"Tata Motors reports Q1 earnings.

▶️JLR loss at £482 m Vs £322 m loss (YoY)

▶️JLR Revenue down 11.3% at £4,406 m Vs £4,966 m (YoY)

▶️JLR EBITDA down 38.2% at £277.6 m Vs £449 m (YoY)

▶️JLR EBITDA margin at 6.3% Vs 9% (YoY)",TATAMOTORS,Tata Motors Limited,Auto,Auto,EQ,22-JUL-1998,2,1,INE155A01022,2
2468,4072,2022-07-27,"Tata Motors reports Q1 earnings.

▶️JLR loss at £482 m Vs £322 m loss (YoY)

▶️JLR Revenue down 11.3% at £4,406 m Vs £4,966 m (YoY)

▶️JLR EBITDA down 38.2% at £277.6 m Vs £449 m (YoY)

▶️JLR EBITDA margin at 6.3% Vs 9% (YoY)",TATAMOTORS,Tata Motors Limited,Auto,Auto,EQ,22-JUL-1998,2,1,INE155A01022,2
2469,4072,2022-07-27,"Tata Motors reports Q1 earnings.

▶️JLR loss at £482 m Vs £322 m loss (YoY)

▶️JLR Revenue down 11.3% at £4,406 m Vs £4,966 m (YoY)

▶️JLR EBITDA down 38.2% at £277.6 m Vs £449 m (YoY)

▶️JLR EBITDA margin at 6.3% Vs 9% (YoY)",TATAMOTORS,Tata Motors Limited,Auto,Auto,EQ,22-JUL-1998,2,1,INE155A01022,2
2470,4073,2022-07-27,"JSW Holdings reports Q1 earnings.

▶️Net profit down 62.8% at Rs 5.5 cr Vs Rs 14.9 cr (YoY)

▶️Revenue up 20.5% at Rs 18.8 cr Vs Rs 15.6 cr (YoY)",JSWENERGY,JSW Energy Limited,Power,Power,EQ,04-JAN-2010,10,1,INE121E01018,10
2471,4074,2022-07-27,Sources say the Union #Cabinet took up the proposal for the merger of BBNL with BSNL,UNIONBANK,Union Bank of India,Banks - PSU,Banks - PSU,EQ,24-SEP-2002,10,1,INE692A01016,10
2472,4075,2022-07-27,"Blue Dart reports Q1 earnings.

▶️ Profit at ₹118.79 Cr Vs ₹31.27 Cr (YoY)

▶️ Revenue up 49.3% at ₹1293.3 Cr Vs ₹866.2 Cr (YoY)",BLUECOAST,Blue Coast Hotels Limited,Paper,Paper,BE,16-FEB-2000,10,1,INE472B01011,10
2473,4076,2022-07-27,"Mold-Tek Packaging reports Q1 earnings.

▶️ Profit up 79.6% at ₹21.7 Cr Vs ₹12.08 Cr (YoY)

▶️ Revenue up 55.4% at ₹207.8 Cr Vs ₹133.7 Cr (YoY)

▶️ EBIDTA up 48.2% at ₹186.81 Cr Vs ₹126.02 Cr (YoY)

▶️ Margin at 89.89% Vs 94.23% (YoY)",MOLDTECH,Mold-Tek Technologies Limited,Plastics,Plastics,EQ,07-JUL-2016,2,1,INE835B01035,2
2474,4077,2022-07-27,"VIP Industries reports Q1 earnings.

▶️Net profit at Rs 69.1 cr vs Rs 2.5 cr (YoY)

▶️Revenue at Rs 590.6 cr vs Rs 206.2 cr (YoY)

▶️EBITDA at Rs 102.6 cr vs Rs 12.9 cr (YoY)

▶️Margin at 17.4% vs 6.3% (YoY)",VIPCLOTHNG,VIP Clothing Limited,,,EQ,06-AUG-2007,2,1,INE450G01024,2
2475,4078,2022-07-27,"#Telecom Minister: Vodafone Idea share conversion to govt to take some more time

""Vodafone Idea equity conversion facing technical issue,"" he adds.",IDEA,Vodafone Idea Limited,Telecommunications - Service,Telecommunications - Service,EQ,09-MAR-2007,10,1,INE669E01016,10
2476,4079,2022-07-27,"Aarti Drugs reports Q1 earnings.

▶️Net profit down 28.7% at Rs 34.8 cr Vs Rs 48.8 cr (YoY)

▶️Revenue up 7.2% at Rs 622 cr Vs Rs 580 cr (YoY)

▶️EBITDA down 15.7% at Rs 67.1 cr Vs Rs 79.6 cr (YoY)

▶️Margin at 10.8% Vs 13.7% (YoY)",AARTIDRUGS,Aarti Drugs Limited,Chemicals,Chemicals,EQ,19-SEP-2003,10,1,INE767A01016,10
2477,4080,2022-07-27,"Schaeffler India reports Q1 earnings.

▶️Net Profit up 76.2% at Rs 225.7 cr Vs Rs 128.1 cr (YoY)

▶️Revenue up 41.9% at Rs 1,748.8 cr Vs Rs 1,232.8 cr (YoY)

▶️EBITDA up 55.4% at Rs 321.6 cr Vs Rs 207 cr (YoY)

▶️Margin at 18.4% Vs 16.8% (YoY)",IMPAL,India Motor Parts and Accessories Limited,Auto - 2 & 3 Wheelers,Auto - 2 & 3 Wheelers,EQ,07-OCT-2005,10,1,INE547E01014,10
2478,4081,2022-07-27,"JK Lakshmi Cement reports Q1 earnings.

▶️Profit down 15.37% at Rs 111.18 cr Vs Rs 131.37 cr (YoY)

▶️Revenue up 24.8% at Rs 1,654.1 cr Vs Rs 1,325.6 cr (YoY)

▶️EBIDTA down 0.6% at Rs 256.85 cr Vs Rs 258.29 cr (YoY)

▶️Margin at 15.53% Vs 19.49% (YoY)",JKCEMENT,JK Cement Limited,Cement - Major,Cement - Major,EQ,14-MAR-2006,10,1,INE823G01014,10
2479,4082,2022-07-27,"Dhampur Sugar Mills reports Q1 earnings.

▶️Net profit up 26.2% at Rs 39.3 cr Vs Rs 31.1 cr (YoY)

▶️Revenue up 48.2% at Rs 703.3 cr Vs Rs 474.7 cr (YoY)

▶️EBITDA up 17.6% at Rs 81.8 cr Vs Rs 69.5 cr (YoY)

▶️Margin at 9.8% Vs 12.7% (YoY)",DHAMPURSUG,Dhampur Sugar Mills Limited,Sugar,Sugar,EQ,29-MAR-1995,10,1,INE041A01016,10
2480,4084,2022-07-27,"Elantas Beck India reports Q1 earnings. 

▶️Net profit up 63.5% at Rs 20.5 cr Vs Rs 12.6 cr (YoY)

▶️Revenue up 48.7% at Rs 170.9 cr Vs Rs 114.9 cr (YoY)",IMPAL,India Motor Parts and Accessories Limited,Auto - 2 & 3 Wheelers,Auto - 2 & 3 Wheelers,EQ,07-OCT-2005,10,1,INE547E01014,10
2481,4086,2022-07-27,"Filatex India reports Q1 earnings.

▶️Net profit down 16.8% at Rs 43.4 cr Vs Rs 52.1 cr (YoY)

▶️Revenue up 46.4% at Rs 1,023.3 cr Vs Rs 698.9 cr (YoY)

▶️EBITDA down 26.6% at Rs 74.3 cr Vs Rs 101.2 cr (YoY)

▶️Margin at 7.3% Vs 14.5% (YoY)",FILATEX,Filatex India Limited,Textiles,Textiles,EQ,29-AUG-2011,2,1,INE816B01027,2
2482,4089,2022-07-27,"EIH reports Q1 earnings.

▶️Net profit at Rs 2.8 cr Vs loss of Rs 113.2 cr (YoY)

▶️Revenue at Rs 394.3 cr Vs Rs 95.2 cr (YoY)

▶️EBITDA at Rs 99.5 cr Vs loss of Rs 99.2 cr (YoY)",EIHAHOTELS,EIH Associated Hotels Limited,Hotels,Hotels,EQ,08-APR-2008,10,1,INE276C01014,10
2483,4093,2022-07-28,"Dixon Tech cuts FY23 Volume guidance for TVs to 3.6 m. Also, FY23 revenue growth will be lower than earlier target",TECHM,Tech Mahindra Limited,Computers,Computers,EQ,28-AUG-2006,5,1,INE669C01036,5
2484,4095,2022-07-28,"fire incident occurred yesterday night at the Neemrana plant of the co. there has been no human loss/injury, Havells says",HAVELLS,Havells India Limited,Electric,Electric,EQ,21-MAR-2001,1,1,INE176B01034,1
2485,4096,2022-07-28,"KEC International wins new orders of ₹1,233 cr",KEC,KEC International Limited,Power - Transmission & Equipment,Power - Transmission & Equipment,EQ,10-MAR-2006,2,1,INE389H01022,2
2486,4099,2022-07-28,"Welspun India reports Q1 earnings.
 
▶️Net profit down 89.7% at Rs 22.4 cr Vs Rs 217.5 cr (YoY)

▶️Revenue down 11.6% at Rs 1,957.3 cr Vs Rs 2,214.5 cr (YoY)

▶️EBITDA down 66% at Rs 151.8 cr Vs Rs 447 cr (YoY)

▶️Margin at 7.8% Vs 20.2% (YoY)",IMPAL,India Motor Parts and Accessories Limited,Auto - 2 & 3 Wheelers,Auto - 2 & 3 Wheelers,EQ,07-OCT-2005,10,1,INE547E01014,10
2487,4100,2022-07-28,"Bajaj Finserv reports Q1 earnings. 

▶️Cons net profit up 57% at  ₹1,309.4 cr vs ₹833 cr (YoY)

▶️Revenue up 13.9% at  ₹15,888.2 cr vs ₹13,949.4 cr (YoY)

▶️Board approves bonus in the ratio of 1:1",BAJAJ-AUTO,Bajaj Auto Limited,Sugar,Sugar,EQ,26-MAY-2008,10,1,INE917I01010,10
2488,4101,2022-07-28,Tata Motors partners Axis Bank for EV Dealer Financing programme,AXISBANK,Axis Bank Limited,Banks - Private,Banks - Private,EQ,16-NOV-1998,2,1,INE238A01034,2
2489,4102,2022-07-28,"DB Corp reports Q1 earnings. 

▶️Net profit at ₹31 cr vs  loss of ₹22.2 cr (YoY)

▶️Revenue up 62.4% at ₹494 cr vs ₹304.2 cr (YoY)

▶️EBITDA at ₹67.4 cr vs ₹1.4 cr (YoY)

▶️EBITDA margin at 13.6% vs 0.5% (YoY)",DBSTOCKBRO,DB (International) Stock Brokers Limited,Media & Entertainment,Media & Entertainment,EQ,29-FEB-2012,2,1,INE921B01025,2
2490,4103,2022-07-28,"NIIT Q1 

▶️Net Profit down 12.6% At  ₹47.7 Cr Vs ₹54.6 Cr (YoY)

▶️Revenue up 33.9% At  ₹404.8 Cr Vs ₹302.3 Cr (YoY)

▶️EBITDA up 0.8% At  ₹70 Cr Vs ₹69.5 Cr (YoY)

▶️EBITDA Margin At 17.3% Vs 23% (YoY)",NIITLTD,NIIT Limited,Computers - Software - Training,Computers - Software - Training,EQ,16-AUG-2004,2,1,INE161A01038,2
2491,4104,2022-07-28,"Orient Cement Q1

▶️Net profit down 53.2% at ₹37.4 cr vs ₹89.4 cr (YoY) 

▶️Revenue up 3.3% at ₹713.9 cr vs ₹690.9 cr (YoY)

▶️EBITDA down 45.1% at ₹102.2 cr vs ₹186.2 cr (YoY)

▶️Margin at 14.3% vs 27% (YoY)",GREENPOWER,Orient Green Power Company Limited,Printing & Stationery,Printing & Stationery,EQ,08-OCT-2010,10,1,INE999K01014,10
2492,4105,2022-07-28,"TTK Prestige reports Q1 earnings.

▶️Net profit up 76.4% at ₹54 cr vs ₹30.6 cr (YoY) 

▶️Revenue up 56.9% at ₹629 cr vs ₹401 cr (YoY)

▶️EBITDA up 81.4% at ₹79.8 cr vs ₹44 cr (YoY)

▶️EBITDA Margin at 12.7% vs 11% (YoY)",PRESTIGE,Prestige Estates Projects Limited,Domestic Appliances,Domestic Appliances,EQ,27-OCT-2010,10,1,INE811K01011,10
2493,4106,2022-07-28,"CMS Info Systems reports Q1 earnings.

▶️ Cons net profit up 46.8% at ₹69 Cr Vs ₹47 Cr (YoY)

▶️ Cons revenue up 22.6% at ₹453.2 Cr Vs ₹369.8 Cr (YoY)

▶️ EBITDA up 46.5% at ₹123.8 Cr Vs ₹84.5 Cr (YoY)

▶️ Margin at 27.3% Vs 22.8% (YoY)",NAUKRI,Info Edge (India) Limited,Misc,Misc,EQ,21-NOV-2006,10,1,INE663F01024,10
2494,4110,2022-07-28,"Apar Industries reports Q1 earnings.'

▶️ Net Profit up 96.5% at ₹122.4 Cr Vs ₹62.3 Cr (YoY)

▶️ Revenue up 70.9% at ₹3,093.3 Cr Vs ₹1,809.6 Cr (YoY)

▶️ EBITDA up 83.8% at ₹237.6 Cr Vs ₹129.3 Cr (YoY)

▶️ EBITDA margin at 7.7% Vs 7.2% (YoY)",APARINDS,Apar Industries Limited,Electric Equipment,Electric Equipment,EQ,12-JUL-2004,10,1,INE372A01015,10
2495,4112,2022-07-28,"Bharat Bijlee reports Q1 earnings.

▶️Net profit at Rs 3.5 cr Vs Rs 0.42 cr (YoY)

▶️Revenue up 47.2% at Rs 247.7 cr Vs Rs 168.2 cr (YoY)

▶️EBITDA at Rs 9.5 cr Vs Rs 4.2 cr (YoY)

▶️Margin at 3.8% Vs 2.5% (YoY)",BBL,Bharat Bijlee Limited,Diversified,Diversified,EQ,21-NOV-2006,10,1,INE464A01028,10
2496,4116,2022-07-28,"PNB Housing Finance reports Q1 earnings.

▶️Net profit down 3.4% at Rs 235 cr Vs Rs 243.2 cr (YoY)

▶️Revenue down 16.6% at Rs 1,410.7 cr Vs Rs 1,691.8 cr (YoY)",HDFC,Housing Development Finance Corporation Limited,Finance,Finance,EQ,23-OCT-1996,2,1,INE001A01036,2
2497,4119,2022-07-28,"Vedanta reports Q1 earnings.

▶️Net profit up 4.7% at Rs 4,421 cr Vs Rs 4,224 cr (YoY)

▶️Revenue up 36% at Rs 38,251 cr Vs Rs 28,105 cr (YoY)

▶️EBITDA up 1.7% at Rs 9,826 cr Vs Rs 9,660 cr (YoY)

▶️Margin at 25.7% vs 34.4% (YoY)",VEDL,Vedanta Limited,Mining & Minerals,Mining & Minerals,EQ,13-MAY-1998,1,1,INE205A01025,1
2498,4120,2022-07-28,"Sona BLW Precision Forgings reports Q1 earnings.

▶️Net profit down 7.8% at Rs 75.8 cr Vs Rs 82.2 cr (YoY)

▶️Revenue up 17.1% at Rs 584.2 cr Vs Rs 498.7 cr (YoY)",PRECAM,Precision Camshafts Limited,,,EQ,08-FEB-2016,10,1,INE484I01029,10
2499,4121,2022-07-28,"Motilal Oswal Financial Services reports Q1 earnings.

▶️Net profit down 85.9% at Rs 31.3 cr Vs Rs 221 cr (YoY)

▶️Revenue down 16.1% at Rs 753 cr Vs Rs 897.3 cr (YoY)",BINDALAGRO,Oswal Chemicals & Fertilizers Limited,Fertilisers,Fertilisers,EQ,28-AUG-1996,10,1,INE143A01010,10
2500,4122,2022-07-28,"Ajanta Pharma reports Q1 earnings.

▶️Net profit up 0.5% at Rs 174.6 cr Vs Rs 173.8 cr (YoY)

▶️Revenue up 27.1% at Rs 950.9 cr Vs Rs 748 cr (YoY)

▶️EBITDA up 0.7% at Rs 221.8 cr Vs Rs 220.2 cr (YoY)

▶️Margin at 23.3% Vs 29.4% (YoY)",AJANTPHARM,Ajanta Pharma Limited,Pharmaceuticals,Pharmaceuticals,EQ,29-MAY-2000,2,1,INE031B01049,2
2501,4124,2022-07-28,"Intellect Design Arena reports Q1 earnings.

▶️Net profit down 6.8% at Rs 68.7 cr vs Rs 73.7 cr (YoY)

▶️Revenue up 32.5% at Rs 541.2 cr vs Rs 408.3 cr (YoY)",INTELLECT,Intellect Design Arena Limited,Computers - Software,Computers - Software,EQ,18-DEC-2014,5,1,INE306R01017,5
2502,4125,2022-07-28,"IIFL Securities reports Q1 earnings.

▶️Net profit down 36.7% at Rs 43.6 cr Vs Rs 68.8 cr (YoY)

▶️Revenue up 16.3% at Rs 291.5 cr Vs Rs 250.6 cr (YoY)",IIFL,IIFL Finance Limited,Finance,Finance,EQ,17-MAY-2005,2,1,INE530B01024,2
2503,4126,2022-07-28,Jubilant FoodWorks will acquire 40% stake in New Delhi-based Roadcast Tech Solutions for Rs 14.98 cr in an all-cash deal,JUBLFOOD,Jubilant Foodworks Limited,Pharmaceuticals,Pharmaceuticals,EQ,08-FEB-2010,2,1,INE797F01020,2
2504,4127,2022-07-28,"Oriental Hotels reports Q1 earnings.

▶️Profit at Rs 11.45 cr Vs loss of Rs 16.79 cr (YoY)

▶️Revenue at Rs 88.61 cr Vs Rs 24.68 cr (YoY)",OCCL,Oriental Carbon & Chemicals Limited,Chemicals,Chemicals,EQ,27-JAN-2016,10,1,INE321D01016,10
